Time,160102,150803,160105,151204,100609,140937,150608,130102,131109,150921,120838,141123,150932,151005,160112,141115,150401,140202,141110,140215,130517,140914,151104,130902,160119,151210,141217,121125,151002,150304,160118,120980,141109,141228,160104,160133,151007,121076,120924,121117,141034,151001,160204,150908,151228,110216,141111,121025,150105,150806,151229,90803,151020,150312,160101,150609,120935,80916,151016,120504,150901,151124,160128,160404,151009,150610,141230,140312,140824,140911,141040,151213,160307,160132,150108,160117,141233,150207,151209,151024,151103,120324,120503,150120,140403,151105,120925,140828,141219,151014,111015,151102,160107,151230,160108,150918,151135,141213,141222,160110,160109,150210,160135,130507,151206,160113,130913,151010,140831,131116,120266,150809,151037,151101,151018,150118,81113,140904,141237,150910,101206,130375,150507,130415,150505,150313,151013,151220,160129,150912,110927,151108,150934,160210,151224,160115,141031,150911,150902,150104,160203,110701,140134,141004,121230,140311,151030,151201,141024,150924,150504,160121,121043,150214,141025,151225,160215,110963,151131,151227,131122,151119,141220,141102,141009,151113,151019,151107,150110,150506,140908,141114,160401,160123,131019,150607,160111,151034,151215,130227,150111,140216,151128,141116,151137,151111,131079,151132,131005,151116,160137,160211,121120,151222,141205,151029,150303,151120,110910,140405,150922,160302,151219,160127,130926,160212,151129,110215,140906,141038,150933,160138,111222,150119,141118,100313,111227,151117,140948,140181,140922,160131,130822,100925,120830,120161,150928,150115,100307,151136,120923,130216,130914,100364,141007,150109,151216,140117,151109,140903,121022,130906,141209,150201,150601,101217,150402,110402,140111,160303,121038,131028,120304,160103,140406,121006,150603,150307,130908,160214,130909,141117,80101,151035,120412
2018-10-30 10:28:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1240,1153,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2981,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2081,1298,0",,,,,,,,,,"3487,1230,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1655,1133,0",,,,,,,,"1238,1139,0",,,"3377,1285,0",,,,,,,,"578,1135,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1315,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1310,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1300,0",,,,,,,,,,"3474,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1645,1128,0",,,,,,,,"1314,1135,0",,,"3380,1286,0",,,,,,,,"572,1139,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1358,1131,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1299,0",,,,,,,,,,"3470,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1633,1126,0",,,,,,,,"1353,1115,0",,,"3380,1286,0",,,,,,,,"549,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1372,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2974,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1298,0",,,,,,,,,,"3463,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1622,1125,0",,,,,,,,"1363,1107,0",,,"3380,1286,0",,,,,,,,"524,1142,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1370,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1298,0",,,,,,,,,,"3457,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1610,1120,0",,,,,,,,"1363,1107,0",,,"3380,1286,0",,,,,,,,"506,1137,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2972,1306,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2079,1300,0",,,,,,,,,,"3453,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1595,1116,0",,,,,,,,"1362,1106,0",,,"3378,1285,0",,,,,,,,"497,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2980,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2087,1299,0",,,,,,,,,,"3464,1211,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1582,1112,0",,,,,,,,"1360,1107,0",,,"3384,1286,0",,,,,,,,"494,1132,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1299,0",,,,,,,,,,"3489,1225,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1574,1118,0",,,,,,,,"1360,1107,0",,,"3382,1286,0",,,,,,,,"497,1131,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1366,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1300,0",,,,,,,,,,"3517,1233,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1569,1124,0",,,,,,,,"1361,1108,0",,,"3378,1286,0",,,,,,,,"494,1129,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1125,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1299,0",,,,,,,,,,"3539,1238,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1555,1125,0",,,,,,,,"1361,1107,0",,,"3381,1286,0",,,,,,,,"492,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2081,1299,0",,,,,,,,,,"3553,1234,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1539,1121,0",,,,,,,,"1357,1106,0",,,"3381,1286,0",,,,,,,,"492,1130,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1300,0",,,,,,,,,,"3561,1223,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1534,1140,0",,,,,,,,"1361,1107,0",,,"3380,1285,0",,,,,,,,"487,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1300,0",,,,,,,,,,"3563,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1534,1153,0",,,,,,,,"1361,1107,0",,,"3382,1284,0",,,,,,,,"486,1126,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2980,1307,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1299,0",,,,,,,,,,"3571,1208,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1544,1155,0",,,,,,,,"1361,1108,0",,,"3383,1284,0",,,,,,,,"486,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979,1307,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2087,1298,0",,,,,,,,,,"3565,1208,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1580,1154,0",,,,,,,,"1361,1106,0",,,"3382,1284,0",,,,,,,,"488,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2087,1300,0",,,,,,,,,,"3568,1208,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1585,1158,0",,,,,,,,"1362,1108,0",,,"3382,1284,0",,,,,,,,"490,1127,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2087,1300,0",,,,,,,,,,"3570,1209,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1585,1157,0",,,,,,,,"1362,1108,0",,,"3383,1284,0",,,,,,,,"489,1135,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1307,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2088,1299,0",,,,,,,,,,"3575,1215,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1586,1157,0",,,,,,,,"1361,1107,0",,,"3384,1284,0",,,,,,,,"496,1152,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1121,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2983,1306,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2088,1299,0",,,,,,,,,,"3590,1221,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1602,1159,0",,,,,,,,"1361,1107,0",,,"3386,1284,0",,,,,,,,"504,1174,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1121,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1306,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2088,1299,0",,,,,,,,,,"3604,1229,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1641,1167,0",,,,,,,,"1361,1108,0",,,"3383,1284,0",,,,,,,,"517,1210,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1299,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2088,1299,0",,,,,,,,,,"3618,1242,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1695,1184,0",,,,,,,,"1362,1108,0",,,"3384,1284,0",,,,,,,,"518,1220,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1370,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1297,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2088,1298,0",,,,,,,,,,"3626,1255,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1684,1195,0",,,,,,,,"1363,1108,0",,,"3388,1287,0",,,,,,,,"521,1222,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1291,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2076,1298,0",,,,,,,,,,"3630,1265,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1676,1193,0",,,,,,,,"1362,1108,0",,,"3384,1284,0",,,,,,,,"542,1233,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1121,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2980,1290,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2046,1290,0",,,,,,,,,,"3618,1274,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1701,1183,0",,,,,,,,"1362,1107,0",,,"3385,1284,0",,,,,,,,"564,1240,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1121,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2982,1289,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1998,1281,0",,,,,,,,,,"3592,1294,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1713,1183,0",,,,,,,,"1362,1108,0",,,"3385,1284,0",,,,,,,,"578,1239,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2983,1289,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1963,1266,0",,,,,,,,,,"3564,1296,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1696,1203,0",,,,,,,,"1362,1107,0",,,"3386,1283,0",,,,,,,,"583,1238,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1370,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1289,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1935,1256,0",,,,,,,,,,"3547,1284,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1684,1204,0",,,,,,,,"1363,1108,0",,,"3387,1284,0",,,,,,,,"581,1237,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1370,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979,1288,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1920,1253,0",,,,,,,,,,"3540,1269,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1684,1196,0",,,,,,,,"1362,1108,0",,,"3387,1283,0",,,,,,,,"577,1236,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1288,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1913,1249,0",,,,,,,,,,"3538,1260,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1646,1176,0",,,,,,,,"1363,1107,0",,,"3387,1284,0",,,,,,,,"576,1236,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2984,1288,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1918,1249,0",,,,,,,,,,"3538,1259,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1641,1092,0",,,,,,,,"1363,1109,0",,,"3387,1284,0",,,,,,,,"579,1237,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1371,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979,1287,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1917,1247,0",,,,,,,,,,"3539,1258,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1637,1112,0",,,,,,,,"1363,1112,0",,,"3390,1283,0",,,,,,,,"577,1236,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:30:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1348,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2981,1293,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1915,1245,0",,,,,,,,,,"3541,1258,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1637,1111,0",,,,,,,,"1344,1073,0",,,"3388,1283,0",,,,,,,,"577,1235,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
